appid,header_image,windows,mac,linux,metacritic_score,recommendations,developers,publishers,positive,negative,estimated_owners,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,pct_pos_total,num_reviews_total,pct_pos_recent,num_reviews_recent,release_year,final_name,final_price,on_steam,on_epic,gen_action,gen_adventure,gen_rpg,gen_simulation,gen_strategy,gen_sports_racing,gen_horror,gen_2d,gen_3d,gen_anime,gen_open_world,gen_sandbox,gen_rogue,gen_scifi,gen_survival,gen_indie,gen_puzzle,gen_arcade,gen_story,gen_fps,lang_english,lang_turkish,cat_singleplayer,cat_controller,cat_multiplayer,cat_coop,cat_online_coop,cat_pvp,cat_split_screen,cat_mmo,is_retro,is_mid_era,is_recent,dev_rockstar,dev_ubisoft,dev_valve,dev_bethesda,dev_ea,dev_square_enix,dev_capcom,dev_fromsoftware,dev_cdprojekt,dev_sony,norm_reviews
227580.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/227580/header.jpg?t=1572970613,1,1,1,67.0,1736.0,['EightyEightGames'],['EightyEightGames'],2063.0,226.0,100000 - 200000,0.0,0.0,0.0,0.0,90.0,1735.0,-1.0,-1.0,2013.0,"10,000,000",4.99,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11729829156866992
1675830.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1675830/header.jpg?t=1739152122,1,0,0,84.0,2798.0,['sunset visitor 斜陽過客'],['Fellow Traveller'],2967.0,88.0,100000 - 200000,0.0,0.0,0.0,0.0,97.0,2940.0,96.0,341.0,2024.0,1000xRESIST,19.99,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1670561128379456
2845270.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2845270/header.jpg?t=1739200776,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,95.0,1537.0,96.0,64.0,2024.0,100 Aliens Cats,0.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10586790960613197
2667970.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2667970/header.jpg?t=1739200771,1,0,0,0.0,0.0,"['100 Cozy Games', 'Cats']",['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,97.0,7622.0,90.0,141.0,2023.0,100 Asian Cats,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25695257207222966
2743080.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2743080/header.jpg?t=1739735955,1,0,0,0.0,0.0,['100 Hidden Animals'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,97.0,3257.0,96.0,56.0,2024.0,100 Capitalist Cats,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.17671796842860113
2687190.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2687190/header.jpg?t=1739200770,1,0,0,0.0,0.0,['100 Hidden Animals'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,85.0,3398.0,93.0,59.0,2023.0,100 Christmas Cats,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.18071695031086552
2803000.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2803000/header.jpg?t=1739200773,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,95.0,1760.0,94.0,36.0,2024.0,100 Dino Cats,0.0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.118647862447996
1238280.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1238280/header.jpg?t=1726051403,1,1,0,0.0,0.0,['Peaksel'],['Peaksel'],749.0,271.0,100000 - 200000,0.0,0.0,0.0,0.0,73.0,1021.0,85.0,20.0,2020.0,100 Doors Game - Escape from School,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06728976976307646
2881230.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2881230/header.jpg?t=1739200778,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,97.0,1367.0,100.0,36.0,2024.0,100 Funny Cats,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09481202781324037
1473050.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1473050/header.jpg?t=1691604706,1,0,0,0.0,655.0,"['Anatoliy Loginovskikh', 'Аlexandr Telminov']",['Anatoliy Loginovskikh'],691.0,46.0,50000 - 100000,0.0,0.0,0.0,0.0,94.0,654.0,-1.0,-1.0,2020.0,100 hidden birds,1.99,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.025298567577644007
1587560.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1587560/header.jpg?t=1675978937,1,0,0,0.0,2023.0,"['Anatoliy Loginovskikh', 'Аlexandr Telminov']",['Anatoliy Loginovskikh'],2099.0,117.0,200000 - 500000,0.0,0.0,0.0,0.0,94.0,2024.0,-1.0,-1.0,2021.0,100 hidden cats,1.99,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13183263451138702
1480120.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1480120/header.jpg?t=1675979677,1,0,0,0.0,547.0,['Anatoliy Loginovskikh'],['Anatoliy Loginovskikh'],568.0,41.0,100000 - 200000,0.0,0.0,0.0,0.0,93.0,546.0,-1.0,-1.0,2020.0,100 hidden eternals,2.99,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.008291242367019886
1549030.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1549030/header.jpg?t=1675980067,1,0,0,0.0,505.0,['Anatoliy Loginovskikh'],['Anatoliy Loginovskikh'],536.0,33.0,100000 - 200000,100.0,0.0,100.0,0.0,94.0,504.0,-1.0,-1.0,2021.0,100 hidden snails 2,2.99,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0007505994169788157
2845250.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2845250/header.jpg?t=1739200775,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,82.0,1712.0,86.0,50.0,2024.0,100 Istanbul Cats,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11603940962938453
2932930.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2932930/header.jpg?t=1739200778,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,93.0,515.0,93.0,74.0,2024.0,100 Korea Cats,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0027844903990650433
2845260.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2845260/header.jpg?t=1739200776,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,97.0,1422.0,100.0,30.0,2024.0,100 March Cats,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09853254232678693
2776810.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2776810/header.jpg?t=1739200772,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,97.0,2356.0,100.0,27.0,2024.0,100 Ninja Cats,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.146162519201335
282800.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/282800/header.jpg?t=1735778484,1,1,1,0.0,14242.0,['Orange_Juice'],['Fruitbat Factory'],25620.0,2303.0,1000000 - 2000000,408.0,0.0,95.0,0.0,93.0,14243.0,92.0,26.0,2014.0,100% Orange Juice,6.99,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.31596033093792075
2803010.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2803010/header.jpg?t=1739200774,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,90.0,932.0,89.0,19.0,2024.0,100 Robo Cats,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.058689987457695846
2854290.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2854290/header.jpg?t=1739200777,1,0,0,0.0,0.0,['100 Cozy Games'],['100 Cozy Games'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,67.0,992.0,62.0,45.0,2024.0,100 Space Cats,0.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06457272459059446
1015140.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1015140/header.jpg?t=1603320845,1,0,0,0.0,853.0,['Trickjump Games'],['Trickjump Games'],706.0,263.0,100000 - 200000,0.0,0.0,0.0,0.0,73.0,853.0,-1.0,-1.0,2020.0,10 Miles To Safety,9.99,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.050339157798091935
735580.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/735580/header.jpg?t=1687265453,1,0,0,0.0,602.0,"['Aardman Animations', 'Digixart']",['BANDAI NAMCO Entertainment Europe'],1680.0,275.0,100000 - 200000,0.0,0.0,0.0,0.0,89.0,602.0,-1.0,-1.0,2018.0,11-11 Memories Retold,29.99,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017491028666934683
793460.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/793460/header.jpg?t=1726474654,1,1,0,73.0,5064.0,['Jutsu Games'],['Games Operators'],5713.0,671.0,20000 - 50000,0.0,0.0,0.0,0.0,89.0,5031.0,85.0,41.0,2020.0,112 Operator,24.99,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2177485406159474
410110.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/410110/header.jpg?t=1672158893,1,1,1,74.0,3793.0,['Ink Stains Games'],['HypeTrain Digital'],5998.0,1184.0,500000 - 1000000,427.0,0.0,432.0,0.0,83.0,3817.0,84.0,45.0,2015.0,12 is Better Than 6,9.99,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19168905412137693
342580.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/342580/header.jpg?t=1730105652,1,1,1,0.0,2276.0,"['Jetdogs Studios', 'Zoom Out Games']",['Jetdogs Studios'],2814.0,192.0,100000 - 200000,0.0,0.0,0.0,0.0,93.0,2276.0,-1.0,-1.0,2015.0,12 Labours of Hercules,2.99,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14290324400502388
360650.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/360650/header.jpg?t=1482753681,1,1,1,0.0,776.0,"['Jetdogs Studios', 'Zoom Out Games']",['Jetdogs Studios'],871.0,139.0,100000 - 200000,0.0,0.0,0.0,0.0,87.0,777.0,-1.0,-1.0,2015.0,12 Labours of Hercules III: Girl Power,2.99,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.041541813298060275
360640.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/360640/header.jpg?t=1530694120,1,1,1,0.0,1707.0,"['Jetdogs Studios', 'Zoom Out Games']",['Jetdogs Studios'],1867.0,208.0,200000 - 500000,323.0,0.0,282.0,0.0,90.0,1707.0,-1.0,-1.0,2015.0,12 Labours of Hercules II: The Cretan Bull,2.99,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11576350361805221
242820.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242820/header.jpg?t=1632130187,1,1,1,80.0,1973.0,['Carlsen Games'],['Carlsen Games'],4235.0,345.0,200000 - 500000,0.0,0.0,0.0,0.0,94.0,1974.0,-1.0,-1.0,2013.0,140,4.99,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12947282711793393
1865060.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1865060/header.jpg?t=1719325192,1,1,0,0.0,1103.0,"['Alith Games', 'Artless Games']",['Artless Games'],1121.0,34.0,50000 - 100000,0.0,0.0,0.0,0.0,97.0,1113.0,100.0,31.0,2022.0,14 Minesweeper Variants,6.99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07542555124477572
375460.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/375460/header.jpg?t=1716284880,1,1,1,0.0,525.0,['Forever Entertainment S. A.'],['Forever Entertainment S. A.'],764.0,1012.0,200000 - 500000,312.0,0.0,297.0,0.0,40.0,525.0,-1.0,-1.0,2015.0,16bit Trader,0.89,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.004596203972067985
1269370.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1269370/header.jpg?t=1732377870,1,0,0,0.0,3173.0,['Betagames Group'],['Betagames Group'],2882.0,936.0,200000 - 500000,0.0,0.0,0.0,0.0,76.0,3175.0,63.0,55.0,2022.0,171,19.99,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.17431194287782042
255280.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/255280/header.jpg?t=1705070073,1,0,0,0.0,1335.0,"['Daedalic Entertainment', 'Irresponsible Games']",['Daedalic Entertainment'],1240.0,455.0,200000 - 500000,425.0,0.0,425.0,0.0,72.0,1337.0,76.0,17.0,2014.0,1954 Alcatraz,0.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09271909551609227
388320.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/388320/header.jpg?t=1588171622,1,1,0,80.0,1015.0,"['iNK Stories', 'N-Fusion Interactive']",['iNK Stories'],826.0,251.0,50000 - 100000,0.0,0.0,0.0,0.0,76.0,1015.0,-1.0,-1.0,2016.0,1979 Revolution: Black Friday,9.99,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06673400341192634
1397010.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1397010/header.jpg?t=1598858585,1,1,0,0.0,0.0,['Merxon22'],['Merxon22'],596.0,71.0,50000 - 100000,0.0,0.0,0.0,0.0,89.0,667.0,-1.0,-1.0,2020.0,1980,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027153556881070576
639650.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/639650/header.jpg?t=1560444918,1,0,0,0.0,0.0,['Binary Zoo'],[],740.0,51.0,100000 - 200000,1.0,0.0,1.0,0.0,93.0,791.0,-1.0,-1.0,2017.0,1982,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.043225199713814784
618720.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/618720/header.jpg?t=1573114631,1,0,0,0.0,763.0,['△○□× (Miwashiba)'],['PLAYISM'],756.0,72.0,50000 - 100000,0.0,0.0,0.0,0.0,92.0,764.0,-1.0,-1.0,2017.0,1bitHeart,1.19,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.039951320796894396
497400.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/497400/header.jpg?t=1482752136,1,1,0,0.0,564.0,['2 Monkeys'],['Jetdogs Studios'],560.0,164.0,100000 - 200000,0.0,0.0,0.0,0.0,77.0,565.0,-1.0,-1.0,2016.0,1 Moment Of Time: Silentville,0.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.011514125462385914
2976720.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2976720/header.jpg?t=1723184093,1,1,0,0.0,1599.0,"['汉谟拉比炒面', '我的屁是香哒']",['无'],1560.0,89.0,20000 - 50000,0.0,0.0,0.0,0.0,94.0,1666.0,93.0,90.0,2024.0,1 to 1 humanoid edible toys,7.99,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1134701270633604
2305790.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2305790/header.jpg?t=1734015516,1,0,0,0.0,0.0,['JustPlay.LOL'],['JustPlay.LOL'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,74.0,12017.0,75.0,252.0,2023.0,1v1.LOL - Battle Royale Game,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2999210609727975
330820.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/330820/header.jpg?t=1712088920,1,1,1,80.0,670.0,"['MidBoss, LLC.']",['Chorus Worldwide Games'],1299.0,336.0,200000 - 500000,0.0,0.0,0.0,0.0,84.0,670.0,-1.0,-1.0,2015.0,2064: Read Only Memories,4.99,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.027576503276298802
1966900.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1966900/header.jpg?t=1739904276,1,1,0,0.0,26247.0,['flanne'],"['Erabit', 'flanne']",25107.0,2283.0,1000000 - 2000000,1071.0,0.0,516.0,0.0,91.0,26250.0,78.0,126.0,2023.0,20 Minutes Till Dawn,4.99,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.37366578425404484
2570630.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2570630/header.jpg?t=1738172874,1,0,0,0.0,0.0,['FLEB'],['FLEB'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,98.0,7160.0,98.0,140.0,2024.0,20 Small Mazes,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25105143942587055
322110.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/322110/header.jpg?t=1588889694,1,0,0,0.0,3795.0,"['Batterystaple Games', 'Fire Hose Games']",['Batterystaple Games'],4007.0,372.0,200000 - 500000,0.0,0.0,0.0,0.0,91.0,3796.0,53.0,13.0,2017.0,20XX,14.99,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1911684658116316
855010.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/855010/header.jpg?t=1592416385,1,1,0,0.0,0.0,['Political Games LLC'],['Political Games LLC'],771.0,250.0,200000 - 500000,1447.0,0.0,1447.0,0.0,75.0,1029.0,88.0,18.0,2018.0,270 | Two Seventy US Election,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06802573746273677
464360.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/464360/header.jpg?t=1728853119,1,0,0,0.0,1019.0,['Bird in Sky'],['Crunchy Leaf Games'],1059.0,69.0,100000 - 200000,0.0,0.0,0.0,0.0,94.0,1019.0,-1.0,-1.0,2017.0,3030 Deathwar Redux - A Space Odyssey,14.99,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06710487767796497
1029210.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1029210/header.jpg?t=1726942898,1,0,0,82.0,2210.0,['Batterystaple Games'],['Batterystaple Games'],2264.0,221.0,100000 - 200000,0.0,0.0,0.0,0.0,91.0,2218.0,95.0,22.0,2023.0,30XX,19.99,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14046784733538079
466500.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/466500/header.jpg?t=1726734088,1,0,0,0.0,3329.0,['Носков Сергей'],['Носков Сергей'],2983.0,1185.0,200000 - 500000,375.0,0.0,523.0,0.0,71.0,3333.0,-1.0,-1.0,2016.0,35MM,8.99,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1788944728833206
1600530.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1600530/header.jpg?t=1730465534,1,0,0,0.0,0.0,['3D Aim Trainer'],"['3D Aim Trainer', 'SteelSeries']",0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,86.0,2706.0,94.0,50.0,2021.0,3D Aim Trainer,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15923058274588867
2317560.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2317560/header.jpg?t=1724642878,1,0,0,0.0,0.0,['荆棘鸟工作室'],['荆棘鸟工作室'],0.0,0.0,0 - 0,0.0,0.0,0.0,0.0,85.0,621.0,-1.0,-1.0,2023.0,3 Days War,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.020419198518806143
1292630.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1292630/header.jpg?t=1739948647,1,0,0,0.0,0.0,['Joycity'],['Joycity'],2343.0,1355.0,200000 - 500000,0.0,0.0,0.0,0.0,63.0,3701.0,72.0,61.0,2020.0,3on3 FreeStyle: Rebound,0.0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.18877687206250432
361630.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/361630/header.jpg?t=1575513224,1,0,0,0.0,0.0,['Retro Yeti Games'],['Retro Yeti Games'],1469.0,261.0,200000 - 500000,37.0,0.0,47.0,0.0,84.0,1734.0,81.0,11.0,2015.0,404Sight,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11724390529273827
648580.0,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/648580/header.jpg?t=1715700496,1,0,0,0.0,2543.0,"['Spike Chunsoft Co., Ltd.', 'Abstraction Games']","['Spike Chunsoft Co., Ltd.']",2542.0,131.0,20000 - 50000,0.0,0.0,0.0,0.0,94.0,2552.0,93.0,151.0,2018.0,428: Shibuya Scramble,12.49,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15370213721380682
